196,169,-35,35,1522
191,159,-35,35,1526
186,150,-35,35,1530
180,141,-35,35,1533
170,135,-35,35,1545
162,156,-35,35,1567
155,169,-35,35,1589
146,184,-35,35,1610
128,156,-35,35,1633
111,128,-35,35,1654
63,105,-35,35,1676
65,112,-35,35,1697
67,88,-35,35,1718
61,59,-35,35,1737
50,57,-35,35,1758
47,53,35,-35,1777
44,49,35,35,1797
43,50,35,-35,1816
43,49,35,35,1836
42,49,35,35,1854
41,48,35,35,1872
40,46,35,35,1892
38,47,35,35,1910
38,51,35,35,1929
39,51,35,-35,1948
38,48,35,35,1968
39,53,35,-35,1986
39,51,35,-35,2006
38,49,35,35,2026
39,51,35,35,2044
39,50,35,35,2063
39,51,35,-35,2082
39,50,35,35,2102
39,50,35,-35,2120
38,63,35,-35,2140
38,68,35,-35,2160
38,50,35,-35,2180
38,76,35,-35,2199
38,60,35,-35,2220
38,48,35,35,2239
38,56,35,-35,2257
38,63,35,-35,2277
39,58,35,-35,2297
37,50,35,35,2317
38,53,35,-35,2335
37,50,35,-35,2356
37,47,35,35,2375
37,47,35,35,2394
37,50,35,35,2412
37,51,35,35,2432
37,48,35,35,2450
38,48,35,35,2468
38,50,35,35,2488
38,48,35,35,2506
38,48,35,35,2525
38,49,35,35,2543
38,47,35,35,2563
38,48,35,35,2581
40,48,35,35,2599
39,49,35,35,2619
39,50,35,-35,2637
37,53,35,-35,2657
38,46,35,35,2676
37,46,35,35,2696
38,45,35,35,2714
38,44,35,35,2733
37,46,35,35,2752
38,49,35,35,2770
37,47,35,35,2789
37,49,35,35,2807
37,49,35,35,2827
37,46,35,35,2845
37,47,35,35,2864
37,51,35,35,2883
37,52,35,-35,2902
38,51,35,-35,2921
38,49,35,35,2940
38,49,35,35,2960
38,48,35,35,2978
38,45,35,35,2997
39,46,35,35,3016
40,44,35,35,3035
39,44,35,35,3053
39,45,35,35,3072
39,45,35,35,3091
38,46,35,35,3109
38,46,35,35,3128
38,45,35,35,3147
37,46,35,35,3166
38,47,35,35,3184
38,46,35,35,3203
38,47,35,35,3222
38,49,35,35,3240
38,50,35,35,3259
39,47,35,35,3277
39,49,35,35,3297
38,47,35,35,3315
38,48,35,35,3334
38,50,35,35,3353
39,48,35,35,3372
41,48,35,35,3390
46,48,35,35,3408
50,45,35,35,3428
70,45,-35,35,3446
76,45,-35,35,3466
63,42,-35,35,3486
49,42,-35,35,3506
41,42,35,35,3525
39,43,35,35,3544
39,42,35,35,3563
39,43,35,35,3581
38,42,35,35,3600
39,42,35,35,3619
38,42,35,35,3638
39,41,35,35,3656
39,42,35,35,3675
38,42,35,35,3694
38,42,35,35,3713
38,43,35,35,3731
39,42,35,35,3750
39,43,35,35,3769
39,42,35,35,3787
39,42,35,35,3806
39,43,35,35,3825
39,43,35,35,3844
38,43,35,35,3862
39,43,35,35,3881
38,43,35,35,3900
39,43,35,35,3918
38,43,35,35,3937
38,43,35,35,3956
37,43,35,35,3975
37,42,35,35,3993
37,42,35,35,4013
37,41,35,35,4031
37,42,35,35,4049
37,42,35,35,4068
38,43,35,35,4087
38,43,35,35,4106
38,42,35,35,4124
37,43,35,35,4143
38,42,35,35,4162
37,42,35,35,4180
37,42,35,35,4199
37,42,35,35,4218
37,42,35,35,4237
37,42,35,35,4255
37,42,35,35,4274
37,43,35,35,4293
37,43,35,35,4312
36,44,35,35,4330
36,43,35,35,4349
37,43,35,35,4368
37,43,35,35,4386
36,43,35,35,4405
37,42,35,35,4424
37,43,35,35,4443
36,42,35,35,4461
36,42,35,35,4481
36,42,35,35,4499
37,42,35,35,4517
37,42,35,35,4536
37,41,35,35,4555
37,42,35,35,4574
37,42,35,35,4592
37,43,35,35,4612
37,44,35,35,4630
37,45,35,35,4648
37,111,35,-35,4667
37,173,35,-35,4772
37,146,35,-35,4775
37,119,35,-35,4780
37,99,35,-35,4784
37,66,35,-35,4790
36,45,35,35,4809
37,42,35,35,4828
37,43,35,35,4847
37,43,35,35,4866
38,43,35,35,4884
38,42,35,35,4903
38,42,35,35,4922
38,43,35,35,4940
38,47,35,35,4959
37,51,35,35,4978
37,74,35,-35,4997
38,148,35,-35,5016
38,185,35,-35,5059
38,163,35,-35,5062
37,90,35,-35,5079
37,49,35,-35,5099
37,44,35,35,5118
37,43,35,35,5137
